,gene_name,gene_num
27356,RP1-104O17.3,ENSG00000226207
27357,RP11-99H8.1,ENSG00000226208
27358,C8orf59P1,ENSG00000226209
27359,WASH7P,ENSG00000226210
27360,RP11-453O22.1,ENSG00000226211
27361,TRGV6,ENSG00000226212
27362,UBQLN4P2,ENSG00000226213
27363,RPS12P5,ENSG00000226216
27364,RPL19P1,ENSG00000226217
27365,AC079163.1,ENSG00000226218
27366,CICP22,ENSG00000226220
27367,RPL26P19,ENSG00000226221
27368,RP11-753E22.3,ENSG00000226222
27369,TSPY16P,ENSG00000226223
27370,PRELID3BP1,ENSG00000226226
27371,RPLP0P1,ENSG00000226229
27372,AC007237.2,ENSG00000226230
27373,NPIPB14P,ENSG00000226232
27374,RP1-151B14.9,ENSG00000226233
27375,KRT18P24,ENSG00000226234
27376,LEMD1-AS1,ENSG00000226235
27377,GAS1RR,ENSG00000226237
27378,AC132807.1,ENSG00000226238
27379,RP1-310O13.7,ENSG00000226239
27380,LINC00381,ENSG00000226240
27381,LL0XNC01-221F2.2,ENSG00000226241
27382,RPS17P8,ENSG00000226242
27383,RPL37AP1,ENSG00000226243
27384,ZNF32-AS1,ENSG00000226245
27385,KRT18P36,ENSG00000226246
27386,SUPT4H1P1,ENSG00000226247
27387,RP11-307P5.2,ENSG00000226249
27388,LINC00408,ENSG00000226250
27389,RP11-15I11.3,ENSG00000226251
27390,RP1-18D14.7,ENSG00000226252
27391,MRPL35P3,ENSG00000226253
27392,PTP4A1P3,ENSG00000226254
27393,UBE2V2P1,ENSG00000226255
27394,GRM7-AS3,ENSG00000226258
27395,GTF2H2B,ENSG00000226259
27396,AC064836.3,ENSG00000226261
27397,PHKBP1,ENSG00000226262
27398,ISM1-AS1,ENSG00000226263
27399,AC009961.3,ENSG00000226266
27400,RP11-61N20.3,ENSG00000226268
27401,ZNF736P2Y,ENSG00000226270
27402,ARHGAP26-AS1,ENSG00000226272
27403,AC079305.5,ENSG00000226273
27404,AC093382.1,ENSG00000226276
27405,AC105393.2,ENSG00000226277
27406,PSPHP1,ENSG00000226278
27407,RPL12P10,ENSG00000226279
27408,RP6-22P16.1,ENSG00000226280
27409,RP1-80N2.2,ENSG00000226281
27410,ARPC3P1,ENSG00000226284
27411,AC091813.2,ENSG00000226285
27412,RP1-163G9.2,ENSG00000226286
27413,TMEM191A,ENSG00000226287
27414,OR52I2,ENSG00000226288
27415,CDCA4P3,ENSG00000226289
27416,AC091729.8,ENSG00000226291
27417,RP11-7G12.1,ENSG00000226292
27418,RP11-71J2.1,ENSG00000226296
27419,AC007677.2,ENSG00000226297
27420,RAD23BLP,ENSG00000226298
27421,RPSAP62,ENSG00000226299
27422,PDCL3P1,ENSG00000226301
27423,RP11-528N21.1,ENSG00000226302
27424,RP11-435M3.2,ENSG00000226304
27425,NPY6R,ENSG00000226306
27426,HNRNPDLP1,ENSG00000226307
27427,RP4-813D12.3,ENSG00000226308
27428,SMARCE1P2,ENSG00000226309
27429,RP3-323P24.3,ENSG00000226310
27430,CFLAR-AS1,ENSG00000226312
27431,MTCYBP12,ENSG00000226313
27432,ZNF192P1,ENSG00000226314
27433,LINC00351,ENSG00000226317
27434,RPS3AP38,ENSG00000226318
27435,AC018359.1,ENSG00000226320
27436,CROCC2,ENSG00000226321
27437,AC006150.1,ENSG00000226323
27438,RP11-115M14.1,ENSG00000226324
27439,RPSAP49,ENSG00000226327
27440,NUP50-AS1,ENSG00000226328
27441,AC005682.6,ENSG00000226329
27442,RP11-739N20.2,ENSG00000226330
27443,RPL23AP28,ENSG00000226331
27444,RP11-157P1.4,ENSG00000226332
27445,RP11-217B7.2,ENSG00000226334
27446,MRPS16P3,ENSG00000226336
27447,RP11-274B18.4,ENSG00000226337
27448,AC079150.2,ENSG00000226338
27449,RPS26P56,ENSG00000226339
27450,AC105402.3,ENSG00000226340
27451,MTCYBP39,ENSG00000226341
27452,NMD3P1,ENSG00000226342
27453,CST12P,ENSG00000226344
27454,AC083822.2,ENSG00000226345
27455,VN2R10P,ENSG00000226348
27456,RP11-145A3.2,ENSG00000226349
27457,RP11-523H24.3,ENSG00000226352
27458,TAF9P1,ENSG00000226353
27459,RP11-65J3.2,ENSG00000226355
27460,RPS6P20,ENSG00000226356
27461,KRT8P38,ENSG00000226358
27462,ACTG1P24,ENSG00000226359
27463,RPL10AP6,ENSG00000226360
27464,TERF1P5,ENSG00000226361
27465,FAM41AY2,ENSG00000226362
27466,HAGLROS,ENSG00000226363
27467,AC102948.2,ENSG00000226364
27468,AC097463.1,ENSG00000226366
27469,ST7-AS2,ENSG00000226367
27470,USP9YP11,ENSG00000226369
27471,LINC00375,ENSG00000226370
27472,DCAF8L1,ENSG00000226372
27473,RP13-614K11.2,ENSG00000226374
27474,RP3-395P12.2,ENSG00000226375
27475,RP11-29B9.1,ENSG00000226376
27476,AC084809.2,ENSG00000226377
27477,MIR29A,ENSG00000226380
27478,AC093375.1,ENSG00000226383
27479,PARD3-AS1,ENSG00000226386
27480,SORCS3-AS1,ENSG00000226387
27481,ELL2P4,ENSG00000226388
27482,MAPK6PS6,ENSG00000226389
27483,RP11-358D14.2,ENSG00000226390
27484,MTATP6P21,ENSG00000226392
27485,IFNA20P,ENSG00000226393
27486,RP11-413E1.2,ENSG00000226394
27487,MRPS21P5,ENSG00000226395
27488,RP5-1056L3.3,ENSG00000226396
27489,C12orf77,ENSG00000226397
27490,AC013480.2,ENSG00000226398
27491,CTD-2269E23.2,ENSG00000226400
27492,RP5-965K10.3,ENSG00000226401
27493,RP11-31F19.1,ENSG00000226403
27494,RP5-984P4.1,ENSG00000226405
27495,RBMX2P1,ENSG00000226406
27496,RPL23P11,ENSG00000226407
27497,RP11-735G4.1,ENSG00000226409
27498,AC104058.1,ENSG00000226410
27499,CTD-2526L21.2,ENSG00000226411
27500,RP11-476F14.1,ENSG00000226412
27501,OR8T1P,ENSG00000226413
27502,MTCYBP38,ENSG00000226414
27503,TPI1P1,ENSG00000226415
27504,MRPL23-AS1,ENSG00000226416
27505,SLC16A1-AS1,ENSG00000226419
27506,IGLV3-4,ENSG00000226420
27507,SLC25A5P5,ENSG00000226421
27508,AC093642.4,ENSG00000226423
27509,RP11-348J12.2,ENSG00000226425
27510,RP11-174J11.1,ENSG00000226426
27511,HMGN2P7,ENSG00000226427
27512,RPL15P13,ENSG00000226428
27513,RP11-111F5.6,ENSG00000226429
27514,USP17L7,ENSG00000226430
27515,RP11-416N2.3,ENSG00000226431
27516,CTD-2015B23.2,ENSG00000226432
27517,AP000290.7,ENSG00000226433
27518,RP11-1L9.1,ENSG00000226434
27519,ANKRD18DP,ENSG00000226435
27520,RP1-22N22.1,ENSG00000226436
27521,RP11-420K8.1,ENSG00000226438
27522,RP11-621K7.1,ENSG00000226439
27523,RP11-506B6.6,ENSG00000226440
27524,PLCL2-AS1,ENSG00000226441
27525,AC006037.2,ENSG00000226442
27526,GAPDHP32,ENSG00000226443
27527,ACTR3BP6,ENSG00000226444
27528,XXyac-YX65C7_A.2,ENSG00000226445
27529,NOTCH2P1,ENSG00000226446
27530,RP11-393J16.4,ENSG00000226447
27531,RPL7AP51,ENSG00000226448
27532,CDY5P,ENSG00000226449
27533,CYP2D8P,ENSG00000226450
27534,RP11-379B8.1,ENSG00000226453
27535,RP3-462C17.1,ENSG00000226454
27536,RP3-512E2.2,ENSG00000226455
27537,RP11-430L17.1,ENSG00000226457
27538,OR10G5P,ENSG00000226461
27539,RP13-401N8.1,ENSG00000226465
27540,RPA2P2,ENSG00000226466
27541,AC018641.7,ENSG00000226468
27542,ADAM1B,ENSG00000226469
27543,RPS29P33,ENSG00000226470
27544,CTA-292E10.6,ENSG00000226471
27545,RP11-551L14.4,ENSG00000226472
27546,AC079807.1,ENSG00000226473
27547,LA16c-2F2.5,ENSG00000226474
27548,RP11-776H12.1,ENSG00000226476
27549,LL22NC03-84E4.11,ENSG00000226477
27550,UPF3AP1,ENSG00000226478
27551,TMEM185B,ENSG00000226479
27552,OR7H1P,ENSG00000226480
27553,ACTR3BP2,ENSG00000226481
27554,ADIPOQ-AS1,ENSG00000226482
27555,RP5-964H19.2,ENSG00000226483
27556,RP11-87M18.2,ENSG00000226484
27557,RBM22P3,ENSG00000226485
27558,LINC01035,ENSG00000226486
27559,RP4-749H3.2,ENSG00000226487
27560,AC021021.2,ENSG00000226488
27561,AC104308.2,ENSG00000226489
27562,AC138647.1,ENSG00000226490
27563,FTOP1,ENSG00000226491
27564,RPL26P27,ENSG00000226493
27565,LINC00323,ENSG00000226496
27566,RP11-406O16.1,ENSG00000226497
27567,RPSAP21,ENSG00000226498
27568,RP5-882O7.1,ENSG00000226499
27569,RP11-196G18.1,ENSG00000226500
27570,USF1P1,ENSG00000226501
27571,KRT8P27,ENSG00000226502
27572,TMEM167AP1,ENSG00000226504
27573,AC007463.2,ENSG00000226506
27574,IPMKP1,ENSG00000226507
27575,AC104655.3,ENSG00000226508
27576,AC005588.2,ENSG00000226509
27577,UPK1A-AS1,ENSG00000226510
27578,AC004386.3,ENSG00000226515
27579,FAM138B,ENSG00000226516
27580,LINC00390,ENSG00000226519
27581,KIRREL-IT1,ENSG00000226520
27582,AC126365.1,ENSG00000226521
27583,AC004744.3,ENSG00000226522
27584,AC074375.1,ENSG00000226523
27585,RPS7P10,ENSG00000226525
27586,RP1-37C10.3,ENSG00000226526
27587,AP000289.6,ENSG00000226527
27588,MTND1P1,ENSG00000226529
27589,RP11-348F1.2,ENSG00000226530
27590,RP5-1052M9.1,ENSG00000226532
27591,BTBD9-AS1,ENSG00000226533
27592,KB-1183D5.16,ENSG00000226534
27593,RP11-417L14.1,ENSG00000226535
27594,SETP15,ENSG00000226536
27595,OR7E33P,ENSG00000226537
27596,AC012512.1,ENSG00000226539
27597,GAPDHP73,ENSG00000226540
27598,RP11-795J1.2,ENSG00000226541
27599,AC114814.4,ENSG00000226542
27600,MYL6P1,ENSG00000226543
27601,RPL7P22,ENSG00000226544
27602,RP4-633I8.3,ENSG00000226545
27603,SSU72P1,ENSG00000226547
27604,AC016722.3,ENSG00000226548
27605,SCDP1,ENSG00000226549
27606,RP5-1092L12.2,ENSG00000226552
27607,AC018735.1,ENSG00000226553
27608,MTCL1P1,ENSG00000226554
27609,AGKP1,ENSG00000226555
27610,NPM1P49,ENSG00000226556
27611,TRAF6P1,ENSG00000226557
27612,RP11-213N20.1,ENSG00000226558
27613,CYP4F26P,ENSG00000226562
27614,FTH1P20,ENSG00000226564
27615,RP11-164O23.5,ENSG00000226565
27616,RP11-436F21.1,ENSG00000226566
27617,LINC00606,ENSG00000226567
27618,RP11-505O17.1,ENSG00000226570
27619,RP11-445F6.2,ENSG00000226571
27620,SNORD57,ENSG00000226572
27621,CTA-85E5.7,ENSG00000226573
27622,RP11-523O18.1,ENSG00000226576
27623,MICC,ENSG00000226577
27624,RP11-258F22.1,ENSG00000226578
27625,MTCYBP31,ENSG00000226579
27626,RPL39P40,ENSG00000226580
27627,RP11-340I6.8,ENSG00000226581
27628,UBE2V1P5,ENSG00000226582
27629,RP5-905H7.9,ENSG00000226587
27630,UBE2V1P10,ENSG00000226590
27631,AC004911.2,ENSG00000226592
27632,RP11-550C4.6,ENSG00000226594
27633,KB-288A10.19,ENSG00000226595
27634,IFNWP9,ENSG00000226597
27635,none,ENSG00000226598
27636,RP11-136K14.3,ENSG00000226599
27637,CT47A9,ENSG00000226600
27638,RP11-239E10.3,ENSG00000226601
27639,PAPPA-AS2,ENSG00000226604
27640,AC007098.1,ENSG00000226605
27641,FTLP3,ENSG00000226608
27642,RP11-276E15.4,ENSG00000226609
27643,OFD1P2Y,ENSG00000226611
27644,OR52M2P,ENSG00000226616
27645,RPL21P110,ENSG00000226617
27646,RP11-301J16.7,ENSG00000226619
27647,LINC00343,ENSG00000226620
27648,AC083855.5,ENSG00000226621
27649,AC092155.4,ENSG00000226622
27650,CTA-351J1.1,ENSG00000226624
27651,RBM17P1,ENSG00000226625
27652,NOP56P2,ENSG00000226626
27653,SHANK2-AS1,ENSG00000226627
27654,LINC00974,ENSG00000226629
27655,SLC9A3P3,ENSG00000226631
27656,UBE2V1P1,ENSG00000226632
27657,PPIAP28,ENSG00000226633
27658,RP5-1049N15.2,ENSG00000226636
27659,RP11-21J7.1,ENSG00000226640
27660,RP13-13A3.1,ENSG00000226641
27661,ACTG1P12,ENSG00000226642
27662,RP11-358H9.1,ENSG00000226643
27663,RP11-128M1.1,ENSG00000226644
27664,AP006216.10,ENSG00000226645
27665,RPL7P37,ENSG00000226646
27666,RP11-336A10.2,ENSG00000226647
27667,PLCG1-AS1,ENSG00000226648
27668,AC019118.4,ENSG00000226649
27669,KIF4B,ENSG00000226650
27670,PSMD10P2,ENSG00000226652
27671,OR13Z1P,ENSG00000226653
27672,AC096732.2,ENSG00000226655
27673,RPL23AP30,ENSG00000226658
27674,RP11-137H2.4,ENSG00000226659
27675,TRBV2,ENSG00000226660
27676,RP5-1139I1.2,ENSG00000226661
27677,CHMP1AP1,ENSG00000226662
27678,MTND4P10,ENSG00000226663
27679,RP4-745E8.2,ENSG00000226664
27680,SSR1P2,ENSG00000226665
27681,HSPA9P1,ENSG00000226666
27682,RP11-526D8.7,ENSG00000226668
27683,RP11-509J21.4,ENSG00000226669
27684,BCAS2P3,ENSG00000226670
27685,AC005008.3,ENSG00000226671
27686,LINC01108,ENSG00000226673
27687,TEX41,ENSG00000226674
27688,RP11-589B3.6,ENSG00000226676
27689,IGBP1P1,ENSG00000226677
27690,RP13-43E11.1,ENSG00000226679
27691,RP11-61D3.1,ENSG00000226680
27692,AC020595.1,ENSG00000226681
27693,PWWP2AP1,ENSG00000226683
27694,none,ENSG00000226684
27695,CT47A12,ENSG00000226685
27696,LINC01535,ENSG00000226686
27697,ENTPD1-AS1,ENSG00000226688
27698,AC005281.1,ENSG00000226690
27699,NXNP1,ENSG00000226693
27700,RP11-69C17.2,ENSG00000226694
27701,ANKRD20A10P,ENSG00000226695
27702,LENG8-AS1,ENSG00000226696
27703,RP1-50O24.6,ENSG00000226698
27704,RP11-122K13.7,ENSG00000226699
27705,MTND4P25,ENSG00000226700
27706,RPL15P14,ENSG00000226701
27707,MIR217HG,ENSG00000226702
27708,NPM1P4,ENSG00000226703
27709,SDCBPP1,ENSG00000226705
27710,RP11-426A6.5,ENSG00000226706
27711,RP11-719J20.1,ENSG00000226707
27712,AC073409.1,ENSG00000226708
27713,FGF12-AS3,ENSG00000226709
27714,FAM66C,ENSG00000226711
27715,RP11-411H5.1,ENSG00000226715
27716,AL589986.2,ENSG00000226716
27717,PTPRD-AS2,ENSG00000226717
27718,SNRPGP8,ENSG00000226718
27719,EEF1DP2,ENSG00000226721
27720,LINC00424,ENSG00000226722
27721,RP11-142L4.3,ENSG00000226723
27722,RP11-795A2.3,ENSG00000226724
27723,PABPC1L2B-AS1,ENSG00000226725
27724,TMEM256P2,ENSG00000226726
27725,RPL35AP30,ENSG00000226729
27726,RP11-397G17.1,ENSG00000226733
27727,SNRPGP12,ENSG00000226734
27728,CTA-384D8.31,ENSG00000226738
27729,RP11-347L18.1,ENSG00000226739
27730,CTA-929C8.6,ENSG00000226741
27731,HSBP1L1,ENSG00000226742
27732,AC079781.5,ENSG00000226744
27733,RP11-115D7.3,ENSG00000226745
27734,SMCR5,ENSG00000226746
27735,AC007966.1,ENSG00000226747
27736,RP11-513D4.3,ENSG00000226750
27737,AF127936.5,ENSG00000226751
27738,PSMD5-AS1,ENSG00000226752
27739,RP11-212D3.2,ENSG00000226753
27740,RP5-1024G6.5,ENSG00000226754
27741,VPS25P1,ENSG00000226755
27742,AC007365.3,ENSG00000226756
27743,PP12613,ENSG00000226757
27744,DISC1-IT1,ENSG00000226758
27745,DAB1-AS1,ENSG00000226759
27746,TAS2R46,ENSG00000226761
27747,RP11-298E9.6,ENSG00000226762
27748,SRRM5,ENSG00000226763
27749,AC010145.4,ENSG00000226764
27750,RPSAP33,ENSG00000226765
27751,FABP7P1,ENSG00000226766
27752,RP11-328P23.3,ENSG00000226767
27753,GAPDHP54,ENSG00000226769
27754,AC000124.1,ENSG00000226770
27755,AP001136.2,ENSG00000226771
27756,CTA-747E2.10,ENSG00000226772
27757,RP4-775D17.1,ENSG00000226773
27758,RP11-654E17.2,ENSG00000226774
27759,KRTAP3-4P,ENSG00000226776
27760,FAM30A,ENSG00000226777
27761,NAALADL2-AS2,ENSG00000226779
27762,RP11-38J22.3,ENSG00000226780
27763,TBCAP1,ENSG00000226781
27764,RP11-706D8.3,ENSG00000226782
27765,TLK1P1,ENSG00000226783
27766,PGAM4,ENSG00000226784
27767,AC073218.1,ENSG00000226785
27768,none,ENSG00000226786
27769,AC110926.4,ENSG00000226789
27770,HNRNPA3P1,ENSG00000226790
27771,AC109826.1,ENSG00000226791
27772,LINC00371,ENSG00000226792
27773,MTND1P20,ENSG00000226794
27774,AC015923.1,ENSG00000226797
27775,RP11-289F5.1,ENSG00000226798
27776,CACTIN-AS1,ENSG00000226800
27777,OSTCP8,ENSG00000226801
27778,RP11-72I18.1,ENSG00000226802
27779,RP11-203B9.4,ENSG00000226803
27780,RP4-675G8.3,ENSG00000226804
27781,AC011893.3,ENSG00000226806
27782,MROH5,ENSG00000226807
27783,LINC00840,ENSG00000226808
27784,RP11-45H22.1,ENSG00000226810
27785,RP5-881L22.5,ENSG00000226812
27786,AC114813.1,ENSG00000226813
27787,RP3-419C19.2,ENSG00000226814
27788,AC005082.12,ENSG00000226816
27789,SLC6A6P1,ENSG00000226818
27790,MEIS1-AS3,ENSG00000226819
27791,RP11-747I9.1,ENSG00000226820
27792,RP11-356N1.2,ENSG00000226822
27793,SUGT1P1,ENSG00000226823
27794,RP4-756H11.3,ENSG00000226824
27795,LINC01509,ENSG00000226825
27796,NPM1P11,ENSG00000226827
27797,RP11-278H7.1,ENSG00000226828
27798,RP5-945F2.3,ENSG00000226829
27799,MED15P3,ENSG00000226831
27800,AC097724.3,ENSG00000226833
27801,RP11-148B18.1,ENSG00000226835
27802,RP11-77B22.1,ENSG00000226836
27803,HMGB1P32,ENSG00000226837
27804,AC096582.8,ENSG00000226838
27805,MTND6P11,ENSG00000226839
27806,PAICSP3,ENSG00000226840
27807,RP11-166N17.3,ENSG00000226842
27808,RP11-2P2.1,ENSG00000226843
27809,EEF1GP3,ENSG00000226845
27810,LINC00348,ENSG00000226846
27811,PRPS1P1,ENSG00000226847
27812,RP4-635E18.7,ENSG00000226849
27813,AC004112.4,ENSG00000226851
27814,AC010894.3,ENSG00000226853
27815,RP11-212D3.4,ENSG00000226854
27816,RPSAP17,ENSG00000226855
27817,AC093901.1,ENSG00000226856
27818,DUTP3,ENSG00000226857
27819,RP11-48F14.2,ENSG00000226859
27820,AC109638.1,ENSG00000226860
27821,RP5-1119O21.2,ENSG00000226861
27822,RP11-569A11.1,ENSG00000226862
27823,SHROOM2P1,ENSG00000226863
27824,ATE1-AS1,ENSG00000226864
27825,RP13-77O11.8,ENSG00000226867
27826,RP11-122M14.3,ENSG00000226868
27827,LHFPL3-AS1,ENSG00000226869
27828,RP11-402P6.13,ENSG00000226870
27829,AC135178.7,ENSG00000226871
27830,AC002472.11,ENSG00000226872
27831,CDY14P,ENSG00000226873
27832,AC005154.8,ENSG00000226874
27833,ZNF877P,ENSG00000226875
27834,RP11-36N20.1,ENSG00000226876
27835,RP11-575L7.2,ENSG00000226877
27836,GSTM3P2,ENSG00000226878
27837,none,ENSG00000226880
27838,H3F3AP5,ENSG00000226881
27839,RP4-782L23.2,ENSG00000226883
27840,RPS29P10,ENSG00000226884
27841,E2F6P3,ENSG00000226885
27842,AC093787.1,ENSG00000226886
27843,ERVMER34-1,ENSG00000226887
27844,RPLP1P10,ENSG00000226888
27845,RP11-474I16.8,ENSG00000226889
27846,LA16c-395F10.1,ENSG00000226890
27847,LINC01359,ENSG00000226891
27848,RP11-298J20.3,ENSG00000226899
27849,RP11-432J24.5,ENSG00000226900
27850,CHCHD2P1,ENSG00000226902
27851,LINC00354,ENSG00000226903
27852,RP11-561O23.8,ENSG00000226904
27853,AC005040.3,ENSG00000226905
27854,TTTY4,ENSG00000226906
27855,HIST1H2BPS3,ENSG00000226908
27856,ISCA2P1,ENSG00000226912
27857,BSN-AS2,ENSG00000226913
27858,AC068137.13,ENSG00000226915
27859,LINC01276,ENSG00000226917
27860,AC010086.1,ENSG00000226918
27861,RP11-80B9.1,ENSG00000226919
27862,RP5-1068B5.5,ENSG00000226920
27863,LINC00454,ENSG00000226921
27864,AC007271.3,ENSG00000226925
27865,PDZPH1P,ENSG00000226926
27866,RP11-302I18.3,ENSG00000226927
27867,RPS14P4,ENSG00000226928
27868,CT47A11,ENSG00000226929
27869,GTF2IP2,ENSG00000226930
27870,NRBF2P2,ENSG00000226933
27871,LINC00161,ENSG00000226935
27872,CEP164P1,ENSG00000226937
27873,RP11-117D22.1,ENSG00000226938
27874,AC062021.1,ENSG00000226939
27875,RBMY1J,ENSG00000226941
27876,IL9RP3,ENSG00000226942
27877,ALG1L5P,ENSG00000226943
27878,RP1-120G22.11,ENSG00000226944
27879,RP11-564A8.4,ENSG00000226945
27880,AC062022.1,ENSG00000226946
27881,RP1-52J10.9,ENSG00000226947
27882,RPS4XP2,ENSG00000226948
27883,OR6K5P,ENSG00000226949
27884,DANCR,ENSG00000226950
27885,RP4-714D9.4,ENSG00000226952
27886,AC010890.1,ENSG00000226953
27887,RP5-983L19.2,ENSG00000226954
27888,AC104306.4,ENSG00000226955
27889,AP000432.2,ENSG00000226956
27890,RP4-533D7.4,ENSG00000226957
27891,MTCO1P21,ENSG00000226960
27892,AC018463.5,ENSG00000226961
27893,RAC1P6,ENSG00000226962
27894,AC078883.4,ENSG00000226963
27895,RHEBP2,ENSG00000226964
27896,AC003088.1,ENSG00000226965
27897,HAUS4P1,ENSG00000226967
27898,LINC00423,ENSG00000226968
27899,RP11-547D24.3,ENSG00000226969
27900,RP11-82H13.2,ENSG00000226970
27901,AF196972.4,ENSG00000226971
27902,RPL12P19,ENSG00000226972
27903,RP4-663N10.2,ENSG00000226973
27904,AC006987.6,ENSG00000226975
27905,COX6A1P2,ENSG00000226976
27906,HMGN1P24,ENSG00000226977
27907,MAGI2-AS2,ENSG00000226978
27908,LTA,ENSG00000226979
27909,ABHD17AP6,ENSG00000226981
27910,CENPCP1,ENSG00000226982
27911,AP000235.2,ENSG00000226983
27912,RP4-591B8.2,ENSG00000226984
27913,LINC01203,ENSG00000226985
27914,RP11-543B16.2,ENSG00000226986
27915,RP11-544A12.5,ENSG00000226987
27916,AL049758.2,ENSG00000226989
27917,RP11-543F8.2,ENSG00000226990
27918,AC112229.6,ENSG00000226991
27919,AC144525.1,ENSG00000226992
27920,AC012593.1,ENSG00000226994
27921,LINC00658,ENSG00000226995
27922,AP000477.3,ENSG00000226996
27923,MTATP6P30,ENSG00000226998
27924,AC073325.2,ENSG00000226999
27925,HSPD1P14,ENSG00000227000
27926,NBPF2P,ENSG00000227001
27927,SNRPEP10,ENSG00000227002
27928,AC108032.1,ENSG00000227004
27929,RP5-956O18.2,ENSG00000227006
27930,LINC01247,ENSG00000227007
27931,RP3-417G15.1,ENSG00000227008
27932,FUNDC2P4,ENSG00000227009
27933,C17orf112,ENSG00000227011
27934,RP1-97J1.2,ENSG00000227012
27935,OR7E96P,ENSG00000227013
27936,AC007285.6,ENSG00000227014
27937,RP11-548K12.6,ENSG00000227015
27938,RP11-262K1.1,ENSG00000227016
27939,AC007036.6,ENSG00000227017
27940,IL6STP1,ENSG00000227018
27941,OR7E101P,ENSG00000227019
27942,AC007557.3,ENSG00000227021
27943,OR51A3P,ENSG00000227023
27944,SLC8A1-AS1,ENSG00000227028
27945,RP11-168P8.3,ENSG00000227029
27946,RPS2P36,ENSG00000227032
27947,AC105461.1,ENSG00000227033
27948,RP11-234N17.1,ENSG00000227034
27949,MTATP6P18,ENSG00000227035
27950,LINC00511,ENSG00000227036
27951,GTF2IP7,ENSG00000227038
27952,ITGB2-AS1,ENSG00000227039
27953,RP11-533F5.2,ENSG00000227040
27954,RP6-1O2.1,ENSG00000227042
27955,RP11-286M16.1,ENSG00000227043
27956,RP11-98D18.1,ENSG00000227045
27957,AC012065.4,ENSG00000227047
27958,RP11-134G8.2,ENSG00000227048
27959,RP11-460I13.2,ENSG00000227050
27960,C14orf132,ENSG00000227051
27961,RP11-395B7.4,ENSG00000227053
27962,FDX1P2,ENSG00000227054
27963,AC009961.5,ENSG00000227055
27964,RPL6P2,ENSG00000227056
27965,WDR46,ENSG00000227057
27966,RP13-34L8.7,ENSG00000227058
27967,ANHX,ENSG00000227059
27968,LINC00629,ENSG00000227060
27969,AC079779.7,ENSG00000227061
27970,RP11-115A15.4,ENSG00000227062
27971,RPL41P1,ENSG00000227063
27972,RP3-363L9.1,ENSG00000227064
27973,RP3-340N1.2,ENSG00000227066
27974,DPPA3P1,ENSG00000227067
27975,RP11-12A16.3,ENSG00000227068
27976,CNN2P2,ENSG00000227069
27977,RP11-191G24.1,ENSG00000227070
27978,FOCAD-AS1,ENSG00000227071
27979,RP3-466I7.1,ENSG00000227072
27980,SDHDP2,ENSG00000227073
27981,AP000472.3,ENSG00000227075
27982,RP11-4C20.4,ENSG00000227076
27983,AC107983.4,ENSG00000227077
27984,AC004448.2,ENSG00000227078
27985,CTD-2021A8.3,ENSG00000227080
27986,RP11-543P15.1,ENSG00000227081
27987,CH17-437K3.1,ENSG00000227082
27988,L29074.3,ENSG00000227083
27989,RBMX2P5,ENSG00000227087
27990,AC084149.2,ENSG00000227088
27991,RP1-135L22.1,ENSG00000227089
27992,AP000402.3,ENSG00000227090
27993,RP5-1028L10.1,ENSG00000227091
27994,RP11-565P22.2,ENSG00000227094
27995,HMGB3P8,ENSG00000227096
27996,RPS28P7,ENSG00000227097
27997,AC073636.1,ENSG00000227098
27998,RP11-433J20.2,ENSG00000227101
27999,OR2AS1P,ENSG00000227102
28000,PIGQP1,ENSG00000227104
28001,PARP1P1,ENSG00000227105
28002,AC096574.5,ENSG00000227107
28003,IGHD1-14,ENSG00000227108
28004,CRIP1P3,ENSG00000227109
28005,LMCD1-AS1,ENSG00000227110
28006,RP11-460N20.4,ENSG00000227113
28007,LINC01630,ENSG00000227115
28008,none,ENSG00000227116
28009,HORMAD2-AS1,ENSG00000227117
28010,BTF3P13,ENSG00000227118
28011,AC009238.7,ENSG00000227120
28012,RP11-319F12.2,ENSG00000227121
28013,RPL12P44,ENSG00000227123
28014,ZNF717,ENSG00000227124
28015,AP002856.6,ENSG00000227125
28016,LBX1-AS1,ENSG00000227128
28017,RP11-552E20.1,ENSG00000227131
28018,AC011742.5,ENSG00000227133
28019,AC093084.1,ENSG00000227134
28020,GCSAML-AS1,ENSG00000227135
28021,none,ENSG00000227136
28022,RP11-421B23.2,ENSG00000227138
28023,RP11-533N14.3,ENSG00000227139
28024,USP17L5,ENSG00000227140
28025,RP11-545A16.3,ENSG00000227141
28026,LINC01153,ENSG00000227143
28027,IL21-AS1,ENSG00000227145
28028,RP11-196D18.1,ENSG00000227148
28029,MTCO1P44,ENSG00000227149
28030,RP11-473E2.3,ENSG00000227150
28031,PRR20D,ENSG00000227151
28032,OR2T7,ENSG00000227152
28033,MKRNP2,ENSG00000227154
28034,RP11-165F24.3,ENSG00000227155
28035,AC068535.2,ENSG00000227157
28036,AC073621.2,ENSG00000227158
28037,DDX11L16,ENSG00000227159
28038,THEM7P,ENSG00000227160
28039,AC092755.4,ENSG00000227161
28040,RP5-1198O20.5,ENSG00000227163
28041,WDR11-AS1,ENSG00000227165
28042,STSP1,ENSG00000227166
28043,RP11-570H19.2,ENSG00000227167
28044,RP1-37J18.1,ENSG00000227169
28045,AF178030.2,ENSG00000227170
28046,AC011290.4,ENSG00000227172
